package,URI,label,comment,hasRootPattern,usesLoopback,usesParallel
package#DataLifecycle,domain#MP-HuaD-DS,HuaD-DS,Finds a Human that alters (views and inputs) data where there is not yet a DataCopy relating to the data.,domain#R-HuaD,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDPH-DS-DA,HuaDPH-DS-DA,"Finds a Human amending Data by interacting (possibly remotely) with a Process that processes the Data, of which there is no copy on the same Host, and as yet no Data Access associated with this Process and Data.",domain#R-HuaDPH,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDPH-DS-DP,HuaDPH-DS-DP,"Finds a Human amending Data by interacting (possibly remotely) with a Process that processes the Data, of which there is no copy on the same Host, and as yet no Data Pool anywhere associated with this Data.",domain#R-HuaDPH,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDRAC-DA,HuaDRAC-DA,"Finds a Human amending Data remotely via a Remote Access Client, where there is no Data Access asset for access to the Data by the RAC.",domain#R-HuaDRAC,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDSPH+S-DA,HuaDSPH+S-DA,"Finds a Human amending Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is a  Data Pool associated with the data at that Host but as yet no Data Access associated with this Process and Data.",domain#R-HuaDSPH,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDSPH-DP,HuaDSPH-DP,"Finds a Human amending Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is as yet no Data Pool associated with the data.",domain#R-HuaDSPH,FALSE,FALSE
package#DataLifecycle,domain#MP-HuaDSPH-S-DA,HuaDSPH-S-DA,"Finds a Human amending Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is no Data Pool associated with the data at that Host and as yet no Data Access associated with this Process and Data.",domain#R-HuaDSPH,FALSE,FALSE
package#DataLifecycle,domain#MP-HuiPv-iDFCHS,HuiPv-iDFCHS,"Finds a user interacting directly with a process to view but not enter data using a console host located in a space, where the data comes from an inbound data flow.",domain#R-HuiPvDFCHS,FALSE,TRUE
package#DataLifecycle,domain#MP-HuiPv-iD-FCHS,HuiPv-iD-FCHS,"Finds a user interacting directly with a process to view but not enter data using a console host located in a space, where the data does not comes from a data flow.",domain#R-HuiPvDCHS,FALSE,TRUE
package#DataLifecycle,domain#MP-HuiRACv-iDFCHS,HuiRACv-iDFCHS,Finds a user interacting directly with a process to view data using a remote access client on a console host located in a space.,domain#R-HuiRACvDFCHS,FALSE,TRUE
package#DataLifecycle,domain#MP-HuirPD,HuirPD,Finds a Human interacting (possibly remotely) with a Process that is using Data.,domain#R-HuirPD,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPiD-DF-DS,HuirPiD-DF-DS,"Finds Human interacting (possibly remotely) with and entering Data via a Process, which does not just store or forward the data.",domain#R-HuirPiD,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPiDF,HuirPiDF,Finds a (possibly remote) user of an interactive process that enters data sent from the process in a data flow.,domain#R-HuirPiDF,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPiDS,HuirPiDS,Finds a (possibly remote) user of an interactive process that inputs data stored from the process in a local data copy.,domain#R-HuirPiDS,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPvDF,HuirPvDF,Finds a (possibly remote) user of an interactive process that views data received by the process in a data flow.,domain#R-HuirPvDF,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPvDS,HuirPvDS,Finds a (possibly remote) user of an interactive process that views data loaded by the process from a local data copy.,domain#R-HuirPvDS,FALSE,FALSE
package#DataLifecycle,domain#MP-HuirPv-iD,HuirPv-iD,Finds a (possibly remote) user of an interactive process that views but does not update data created by the process.,domain#R-HuirPvD,FALSE,TRUE
package#DataLifecycle,domain#MP-Hui-vDPH-DS-DA,Hui-vDPH-DS-DA,"Finds a Human entering Data by interacting (possibly remotely) with a Process that processes the Data, of which there is no copy on the same Host, and there is as yet no Data Access associated with this Process and Data.",domain#R-HuiDPH,FALSE,TRUE
package#DataLifecycle,domain#MP-Hui-vDPH-DS-DP,Hui-vDPH-DS-DP,"Finds a Human entering Data by interacting (possibly remotely) with a Process that processes the Data, of which there is no copy on the same Host, where there is as yet no Data Pool associated with the data.",domain#R-HuiDPH,FALSE,TRUE
package#DataLifecycle,domain#MP-Hui-vDSPH+S-DA,Hui-vDSPH+S-DA,"Finds a Human entering Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is a Data Pool associated with the data at that Host but as yet no Data Access associated with this Process and Data.",domain#R-HuiDSPH,FALSE,TRUE
package#DataLifecycle,domain#MP-Hui-vDSPH-DP,Hui-vDSPH-DP,"Finds a Human entering Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is as yet no Data Pool associated with the data.",domain#R-HuiDSPH,FALSE,TRUE
package#DataLifecycle,domain#MP-Hui-vDSPH-S-DA,Hui-vDSPH-S-DA,"Finds a Human entering Data by interacting (possibly remotely) with a Process that processes the Data, of which there is a copy on the same Host, where there is no Data Pool associated with the data at that Host and as yet no Data Access associated with this Process and Data.",domain#R-HuiDSPH,FALSE,TRUE
package#DataLifecycle,domain#MP-HuWEDF,HuWEDF,Finds a Human using a web browser that is receiving a data flow from an email service.,domain#R-HuWEDF,FALSE,FALSE
package#DataLifecycle,domain#MP-HuWESDF,HuWESDF,"Finds a Human using a web browser to access email, including URLs contained in emails.",domain#R-HuWESDF,FALSE,FALSE
package#DataLifecycle,domain#MP-HuWSMSDF,HuWSMSDF,"Finds a Human using a web browser and an SMS client on the same host, accessing URLs from SMS messages via the browser.",domain#R-HuWSMSDF,FALSE,FALSE
package#DataLifecycle,domain#MP-PaD-DS,PaD-DS,Finds a process that alters (read and write) output data where there is not yet a DataCopy relating to the data.,domain#R-PaD,FALSE,FALSE
package#DataLifecycle,domain#MP-PaDH-DS-Hu-DA,PaDH-DS-Hu-DA,"Finds a Process that is amending data of which there is no copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data.",domain#R-PaDH,FALSE,TRUE
package#DataLifecycle,domain#MP-PaDH-DS-Hu-DP,PaDH-DS-Hu-DP,"Finds a Process that is amending data of which there is no copy stored on the same host, where the Process is not enabling a user to enter the data, and there is as yet no data pool anywhere associated with this Data.",domain#R-PaDH,FALSE,TRUE
package#DataLifecycle,domain#MP-PaDSH+S-Hu-DA,PaDSH+S-Hu-DA,"Finds a Process that is amending data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, but there is at least one Data Pool at this Host associated with the Data.",domain#R-PaDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PaDSH-Hu-DP,PaDSH-Hu-DP,"Finds a Process that is amending data of which there is a copy stored on the same host, where the Process is not enabling a user to amend the data, and there is as yet no Data Pool associated with the Data.",domain#R-PaDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PaDSH-S-Hu-DA,PaDSH-S-Hu-DA,"Finds a Process that is amending data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, and no Data Pool at this Host associated with the Data.",domain#R-PaDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PcPr-uDS-V,PcPr-uDS-V,"Finds two distinct processes accessing the same stored copy of data not encrypted with keys from a vault, one of which receives the data (processes it as an input) but does not depend on it.",domain#R-PcPrDS,FALSE,TRUE
package#DataLifecycle,domain#MP-PcPuDS-V,PcPuDS-V,"Finds two distinct processes accessing the same stored copy of data not encrypted with keys from a vault, one of which reads the data (processes it as a necessary input).",domain#R-PcPuDS,FALSE,FALSE
package#DataLifecycle,domain#MP-Pc-rDH-DS-Hu-DA,Pc-rDH-DS-Hu-DA,"Finds a Process that is creating data of which there is no copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data.",domain#R-PcDH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pc-rDH-DS-Hu-DP,Pc-rDH-DS-Hu-DP,"Finds a Process that is creating data of which there is no copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no Data Pool associated with the Data.",domain#R-PcDH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pc-rDSH+S-Hu-DA,Pc-rDSH+S-Hu-DA,"Finds a Process that is creating data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, but there is at least one Data Pool at this Host associated with the Data.",domain#R-PcDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pc-rDSH-Hu-DP,Pc-rDSH-Hu-DP,"Finds a Process that is creating data of which there is a copy stored on the same host, where the Process is not enabling a user to enter the data, and there is as yet no Data Pool associated with the Data.",domain#R-PcDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pc-rDSH-S-Hu-DA,Pc-rDSH-S-Hu-DA,"Finds a Process that is creating data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, and no Data Pool at this Host associated with the Data.",domain#R-PcDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PDADAV,PDADAV,Finds a Process creating a data asset controlled by a vault.,domain#R-PDADAV,FALSE,FALSE
package#DataLifecycle,domain#MP-PDF,PDF,"Finds a Data Flow (excluding Spam), plus source and destination processes, plus optionally the users responsible for the two processes. The destination process is matched twice so it can be referred to in either role.",domain#R-PDF,FALSE,FALSE
package#DataLifecycle,domain#MP-PDFIDADFI,PDFIDADFI,"Finds a Process that receives a flow of Data from a data store or source that it does not get from local storage, and forwards it towards a data consumer. The Process is matched twice, so it can be referred to by either role name.",domain#R-PDFIDADFI,FALSE,FALSE
package#DataLifecycle,domain#MP-PDFODADFO,PDFODADFO,"Finds a Process that receives a flow of Data from a data producer that it does not get from local storage, and forwards it towards a data store. The Process is matched twice, so it can be referred to by either role name.",domain#R-PDFODADFO,FALSE,FALSE
package#DataLifecycle,domain#MP-PDFV,PDFV,"Change from: Finds a Data Flow protected by keys from a vault, plus the data flow source and destination processes. The destination process is matched twice so it can be referred to in either role.",domain#R-PDFV,FALSE,FALSE
package#DataLifecycle,domain#MP-PDF-V,PDF-V,"Change from: Finds a Data Flow protected by keys from a vault, plus the data flow source and destination processes. The destination process is matched twice so it can be referred to in either role.",domain#R-PDF,FALSE,FALSE
package#DataLifecycle,domain#MP-PDI,PDI,"Finds a Process that uses Data as input, or displays it to an interactive user.",domain#R-PDI,FALSE,FALSE
package#DataLifecycle,domain#MP-PDI+DO-DS-S,PDI+DO-DS-S,"Finds a Process that uses Data as input, or displays it to an interactive user, where the data is not stored anywhere, and there is no process that enables and controls the Data access, but there is a process creating the data.",domain#R-PDI,FALSE,FALSE
package#DataLifecycle,domain#MP-PDI+DS-S,PDI+DS-S,"Finds a Process that uses Data as input, or displays it to an interactive user, where there is at least one stored copy of the data, but there is no process that enables and controls the Data access.",domain#R-PDI,FALSE,FALSE
package#DataLifecycle,domain#MP-PDIDDF-DA,PDIDDF-DA,"Finds a Process using Data as input that contains a Data Field, but fulfilled by no data asset that includes the field.",domain#R-PDIDDF,FALSE,FALSE
package#DataLifecycle,domain#MP-PDI-Hu,PDI-Hu,Finds a Process that uses Data as input and does not have an interactive user.,domain#R-PDI,FALSE,FALSE
package#DataLifecycle,domain#MP-PDO,PDO,"Finds a Process that creates Data as output, or gets it from an interactive user.",domain#R-PDO,FALSE,FALSE
package#DataLifecycle,domain#MP-PDO+DS-S,PDO+DS-S,"Finds a Process that creates Data as output, or gets it from an interactive user, where there is at least one stored copy of the data, but there is no process that enables and controls access.",domain#R-PDO,FALSE,FALSE
package#DataLifecycle,domain#MP-PDO-DI,PDO-DI,"Finds a Process that creates Data as output, possibly by getting it from an interactive user, but does not use the same Data as input.",domain#R-PDO,FALSE,FALSE
package#DataLifecycle,domain#MP-PDO-gDAnDF-i,PDO-gDAnDF-i,"Finds a process creating data, the data access asset (a data output) fulfilling the output data asset, the data is not spam, the process does not ignore a data field, and the data asset needs this field but does not yet include it.",domain#R-PDODAnDF,FALSE,TRUE
package#DataLifecycle,domain#MP-PDOScDD-DS,PDOScDD-DS,"Finds a Data Asset controlled by a vault which is output from a Process, and not fulfilled by any inbound data asset.",domain#R-PDOScDD,FALSE,FALSE
package#DataLifecycle,domain#MP-PDP,PDP,Finds a Process that implicitly or explicitly serves Data.,domain#R-PDP,FALSE,FALSE
package#DataLifecycle,domain#MP-PDR,PDR,Finds a Process acting as a Data Relay.,domain#R-PDR,FALSE,FALSE
package#DataLifecycle,domain#MP-PHHDS,PHHDS,"Finds a Physical Host located in a Space, plus data stored on the host or on a virtual host running there, plus optionally a user of the physical host.",domain#R-PHHDS,FALSE,FALSE
package#DataLifecycle,domain#MP-P-iDFDI,P-iDFDI,"Finds a data flow to a process that uses the data as input, where the data does not come from an interactive user, plus optionally the process manager.  The Process is matched twice, so it can be referred to by either role name.",domain#R-PDFDI,FALSE,FALSE
package#DataLifecycle,domain#MP-PIP-S,PIP-S,Finds a Process that uses stored data as input and the data has no other source.,domain#R-PIP,FALSE,FALSE
package#DataLifecycle,domain#MP-PmDFIDADFI,PmDFIDADFI,"Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data consumer, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFI,FALSE,FALSE
package#DataLifecycle,domain#MP-PmDFIDADFI-k,PmDFIDADFI-k,"Change from: Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data consumer, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFI,FALSE,TRUE
package#DataLifecycle,domain#MP-PmDFI-kDADFI,PmDFI-kDADFI,"Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data consumer, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFI,FALSE,TRUE
package#DataLifecycle,domain#MP-PmDFODADFO,PmDFODADFO,"Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data store or source, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFO,FALSE,FALSE
package#DataLifecycle,domain#MP-PmDFODADFO-k,PmDFODADFO-k,"Change from: Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data store or source, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFO,FALSE,FALSE
package#DataLifecycle,domain#MP-PmDFO-kDADFO,PmDFO-kDADFO,"Finds a Process that forwards flowing data from one or more sources but not from local storage in the direction of a data store or source, plus the associated Data and Data Access assets. The forwarding Process is matched twice, so it can be referred to by either role name.",domain#R-PDADFO,FALSE,TRUE
package#DataLifecycle,domain#MP-PpDADA-V,PpDADA-V,"Finds a Process processing data to create a data asset, which is not encrypted by keys from a vault.",domain#R-PpDADA,FALSE,TRUE
package#DataLifecycle,domain#MP-Pr-cDH-DS-Hu-DA,Pr-cDH-DS-Hu-DA,"Finds a Process that is receiving data of which there is no copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data.",domain#R-PrDH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pr-cDSH+S-Hu-DA,Pr-cDSH+S-Hu-DA,"Finds a Process that is receiving data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, but there is at least one Data Pool at this Host associated with the Data.",domain#R-PrDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pr-cDSH-Hu-DP,Pr-cDSH-Hu-DP,"Finds a Process that is receiving data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no Data Pool associated with the Data.",domain#R-PrDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-Pr-cDSH-S-Hu-DA,Pr-cDSH-S-Hu-DA,"Finds a Process that is receiving data of which there is a copy stored on the same host, where the process does not enable a user to enter the data, and there is as yet no data access associated with this Process and Data, and no Data Pool at this Host associated with the Data.",domain#R-PrDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PSDP,PSDP,Finds a Process that serves stored Data.,domain#R-PSDP,FALSE,FALSE
package#DataLifecycle,domain#MP-PSDP-S,PSDP-S,Finds a Process that serves stored Data that has no other source.,domain#R-PSDP,FALSE,FALSE
package#DataLifecycle,domain#MP-PsDSH-DP,PsDSH-DP,"Finds a Process serving (but not processing) Data stored on its own local Host, and the corresponding Data Copy, where there is no data pool associated with the same data.",domain#R-PsDSH,FALSE,TRUE
package#DataLifecycle,domain#MP-PTDR,PTDR,Finds a temporary data relay asset and the associated process and data.,domain#R-PTDR,FALSE,FALSE
package#DataLifecycle,domain#MP-PuDFDI,PuDFDI,"Finds a data flow to a process that needs the data as input, plus optionally the process manager.",domain#R-PuDFDI,FALSE,FALSE
package#DataLifecycle,domain#MP-P-uDFDI,P-uDFDI,"Finds a data flow to a process that uses the data as input without depending on the data, plus optionally the process manager. The Process is matched twice, so it can be referred to by either role name.",domain#R-PDFDI,FALSE,FALSE
package#DataLifecycle,domain#MP-RA-fDCSDD,RA-fDCSDD,"Finds a remote access client acting as a data source, which does not yet have a source of data, but has a data channel to a service that can act as a data destination.",domain#R-RADCSDD,FALSE,FALSE
package#DataLifecycle,domain#MP-RA-fDCSDS,RA-fDCSDS,"Finds a remote access client acting as a data destination, that has no data source, but with an end-to-end data channel to a service that may act as a possible data source.",domain#R-RADCSDS,FALSE,FALSE
package#DataLifecycle,domain#MP-RevDFf2DP2P,RevDFf2DP2P,"Finds an inbound Data Flow from one (longer) data path to a second (shorter) data path, and a data path which is a subset of the first, and of which the second is a subset, plus the two adjacent processes at the end of that in between data path.",domain#R-RevDFf2DP2P,FALSE,FALSE
package#DataLifecycle,domain#MP-RevDFfDP2P,RevDFfDP2P,Finds an inbound (reverse) data flow to a process on a data path leading to that process.,domain#R-RevDFfDP2P,FALSE,FALSE
package#DataLifecycle,domain#MP-RevDFtDP2P,RevDFtDP2P,Finds an inbound (reverse) data flow from a process on a data path leading from that process.,domain#R-RevDFtDP2P,FALSE,FALSE
package#DataLifecycle,domain#MP-RUIDO,RUIDO,Finds a Process that enables remote user input.,domain#R-RUIDO,FALSE,FALSE
package#DataLifecycle,domain#MP-RUODI,RUODI,Finds a Process that enables remote user output.,domain#R-RUODI,FALSE,FALSE
package#DataLifecycle,domain#MP-ScDDPDADS-cz,ScDDPDADS-cz,"Finds a Data Asset controlled by a vault which is outbound from a Process and fulfilled by an uncontrolled inbound Data Asset, and where the Process does not get tokens from the vault.",domain#R-ScDDPDADS,FALSE,TRUE
package#DataLifecycle,domain#MP-ScDSPDADD-cz,ScDSPDADD-cz,"Finds a Data Asset controlled by a vault which is inbound to a Process and used to fulfil an uncontrolled outbound Data Asset, and where the Process does not get tokens from the vault.",domain#R-ScDSPDADD,FALSE,TRUE
package#DataLifecycle,domain#MP-ScDSPDIcD,ScDSPDIcD,Finds a Data Asset controlled by a vault which is input to a Process that creates output.,domain#R-ScDSPDIcD,FALSE,FALSE
package#DataLifecycle,domain#MP-ScDSPDI-DD,ScDSPDI-DD,"Finds a Data Asset controlled by a vault which is input to a Process, but does not fulfil any outbound data asset.",domain#R-ScDSPDI,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPDXP-Hu-DP,SDADPDXP-Hu-DP,Finds a non-interactive service at the end of a data path that exchanges data with a second process from which there is no data path to the same data access.,domain#R-SDADPDXP,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPDXPRAC-DP,SDADPDXPRAC-DP,"Finds a service at the end of a data path that exchanges data with a second process from which there is no data path to the same data access, and there is a remote access client using remotely both processes.",domain#R-SDADPDXPRAC,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPDXRAC-DP,SDADPDXRAC-DP,Finds a service at the end of a data path that exchanges data with a remote access client from which there is no data path to the same data access.,domain#R-SDADPDXRAC,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPPDXP-Hu-DP,SDADPPDXP-Hu-DP,Finds a service with a data access to which there is a data path from a non-interactive process that exchanges data with a third process which is not the service and from which there is no data path to the same data access.,domain#R-SDADPPDXP,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPPDXPRAC-DP,SDADPPDXPRAC-DP,"Finds a service with a data access to which there is a data path from a process that exchanges data with a third process which is not the service and from which there is no data path to the same data access, and there is a remote access client using remotely the second and third processes.",domain#R-SDADPPDXPRAC,FALSE,FALSE
package#DataLifecycle,domain#MP-SDADPPDXRAC-DP,SDADPPDXRAC-DP,Finds a service with a data access to which there is a data path from a process that exchanges data with a remote access client which is not the service and from which there is no data path to the same data access.,domain#R-SDADPPDXRAC,FALSE,FALSE
package#DataLifecycle,domain#MP-SDUDADS,SDUDADS,"Finds a Service enabling access for a Data Use, where the Service writes to a local Data Copy.",domain#R-SDUDADS,FALSE,FALSE
package#DataLifecycle,domain#MP-SDUDSDA,SDUDSDA,"Finds a Service enabling access for a Data Use, where the Service reads from a local Data Copy.",domain#R-SDUDSDA,FALSE,FALSE
package#DataLifecycle,domain#MP-StoPDA,StoPDA,Finds a Stakeholder operating a Process that accesses Data.,domain#R-StoPDA,FALSE,FALSE
package#DataStructure,domain#MP-PpD-iDF,PpD-iDF,"Finds a Process, processing Data which is not Spam, which contains a Data Field that is not ignored by the Process.",domain#R-PpDDF,FALSE,FALSE
package#GDPR,domain#MP-HuSDPoS-i,HuSDPoS-i,"Finds a Stakeholder operating a Process that is using Special Category Data relating to a Human data subject, where the subject operates the Service providing (and controlling) access to the data but not the Process using it.",domain#R-HuSDPoS,FALSE,FALSE
package#GDPR,domain#MP-HuSDPS-io,HuSDPS-io,Finds a Stakeholder operating a Process that is using Special Category Data relating to a Human data subject who is not operating the process providing access to the data.,domain#R-HuSDPS,FALSE,FALSE
package#GDPR,domain#MP-NDFHuoO,NDFHuoO,Finds nationally regulated personal data being transferred across a border to a process that optionally has an operator organisation.,domain#R-NDFHu,FALSE,FALSE
package#IoT,domain#MP-Co,Co,Finds a Controller and optionally its human manager.,domain#R-Co,FALSE,FALSE
package#IoT,domain#MP-Co-cD-cD,Co-cD-cD,Finds a solo Controller that is bieng controlled by onboard control data.,domain#R-Co,FALSE,FALSE
package#IoT,domain#MP-CoPD,CoPD,"Finds a Controller and its control input data, and optionally a human manager.",domain#R-CoPD,FALSE,FALSE
package#IoT,domain#MP-CoPDS,CoPDS,Finds a Controller with its stored control input data.,domain#R-CoPDS,FALSE,FALSE
package#IoT,domain#MP-DcTh,DcTh,Finds an IoT Thing and its control input Data.,domain#R-DcTh,FALSE,FALSE
package#IoT,domain#MP-DScSePDmFF,DScSePDmFF,"Finds a Sensor with its onboard process and output data, and its stored copy of control input data, plus all flows of this data from the process (i.e., out of the sensor), all of which must be involved in the pattern.",domain#R-DScSePD,FALSE,FALSE
package#IoT,domain#MP-HuiCo,HuiCo,"Finds the control input for an IoT Controller, which is being used interactively by a Human.",domain#R-HuiCo,FALSE,FALSE
package#IoT,domain#MP-HuiSe,HuiSe,"Finds the control input and sensed output for an IoT Sensor, which is being used interactively by a Human, plus the interactive process that creates the output.",domain#R-HuiSe,FALSE,FALSE
package#IoT,domain#MP-HuiThaS-S,HuiThaS-S,Finds a Human that has access to a space and uses an IoT Thing which has no specified location.,domain#R-HuiThaS,FALSE,FALSE
package#IoT,domain#MP-HumThP-m,HumThP-m,Finds a Human managing a Thing with an unmanaged onboard process.,domain#R-HumThP,FALSE,FALSE
package#IoT,domain#MP-IoT-cD,IoT-cD,Finds a solo IoT Thing that does not have onboard control data.,domain#R-IoT,FALSE,FALSE
package#IoT,domain#MP-Pa-uCo,Pa-uCo,"Finds a client Process that amends (but does not update) an IoT Controller, along with its control input Data and onboard  communication Process.",domain#R-PaCo,FALSE,TRUE
package#IoT,domain#MP-PcSe,PcSe,"Finds a client Process that alters control input to an IoT Sensor, along with its onboard simple communication Process and Data.",domain#R-PcSe,FALSE,FALSE
package#IoT,domain#MP-Pp-uSe,Pp-uSe,"Finds a client Process that polls (but does not read) an IoT Sensor, along with its onboard simple communication Process and Data.",domain#R-PpSe,FALSE,TRUE
package#IoT,domain#MP-PrSe,PrSe,"Finds a client Process that receives data from an IoT Sensor, along with its onboard simple communication Process and Data.",domain#R-PrSe,FALSE,FALSE
package#IoT,domain#MP-PuCo,PuCo,"Finds a client Process that updates an IoT Controller, along with its control input Data and onboard  communication Process.",domain#R-PuCo,FALSE,FALSE
package#IoT,domain#MP-PuSe,PuSe,"Finds a client Process that reads data from an IoT Sensor, along with its onboard simple communication Process and Data.",domain#R-PuSe,FALSE,FALSE
package#IoT,domain#MP-Se-cD-cD,Se-cD-cD,Finds a Sensor with onboard control data controlling it.,domain#R-Se,FALSE,FALSE
package#IoT,domain#MP-SePD,SePD,Finds a Sensor with its onboard process and data.,domain#R-SePD,FALSE,FALSE
package#IoT,domain#MP-SePDmFF,SePDmFF,"Finds a Sensor with its onboard process and data, plus all flows of this data from the process (i.e., out of the sensor), all of which must be involved in the pattern.",domain#R-SePD,FALSE,FALSE
package#IoT,domain#MP-SePDsFF,SePDsFF,"Finds a Sensor with its onboard process and data, plus all flows of this data from the process (i.e., out of the sensor), at least one of which must be involved in the pattern.",domain#R-SePD,FALSE,FALSE
package#IoT,domain#MP-SesD,SesD,Finds a Sensor and its sensed Data.,domain#R-SesD,FALSE,FALSE
package#IoT,domain#MP-Se-sD,Se-sD,Finds a Sensor that is not sensing data.,domain#R-Se,FALSE,FALSE
package#IoT,domain#MP-Se-sD-sD,Se-sD-sD,Finds a Sensor that is sensing sense data.,domain#R-Se,FALSE,FALSE
package#IoT,domain#MP-SHuTh-Hu,SHuTh-Hu,Finds a Human managing a Space in which an unmanaged Thing is located.,domain#R-SHuTh,FALSE,FALSE
package#Legal,domain#MP-DFHuoO,DFHuoO,Finds personal data being transferred across a border to a process that optionally has an operator organisation.,domain#R-DFHu,FALSE,FALSE
package#Legal,domain#MP-DSHuoO,DSHuoO,"Finds personal data being communicated across a border, to a process that is an intermediary (not the final destination) and optionally has an operator organisation.",domain#R-DSHu,FALSE,FALSE
package#Legal,domain#MP-Hu-aDoPS-o,Hu-aDoPS-o,"Finds a Service that serves data relating to a Human data subject who may be a child, along with its host and operator, and data processing operated by the subject that uses this Service.",domain#R-HuDoPS,FALSE,FALSE
package#Legal,domain#MP-HuDoPS-o,HuDoPS-o,"Finds a Service that serves data relating to a Human data subject, along with its host and operator, and data processing operated by the subject that uses this Service.",domain#R-HuDoPS,FALSE,FALSE
package#Legal,domain#MP-HuDP-J,HuDP-J,"Finds personal data used by a Process that is not controlled by the data subject, and is not subject to a well defined jurisdiction.",domain#R-HuDP,FALSE,FALSE
package#Legal,domain#MP-HuDPoJoSt,HuDPoJoSt,"Finds a Process using Data relating to a Human who is not the Process operator, plus optionally the process Operator and Jurisdication.",domain#R-HuDP,FALSE,FALSE
package#Legal,domain#MP-HuDP-St,HuDP-St,"Finds a Process that is using Data relating to a Human data subject, but there is no data controller defined.",domain#R-HuDP,FALSE,FALSE
package#Legal,domain#MP-HuDSH-J,HuDSH-J,Finds a Host for which there is no Jurisdiction that is storing Data related to a Human who is not the operator of the Host.,domain#R-HuDSH,FALSE,FALSE
package#Legal,domain#MP-HuDSHoJoSt,HuDSHoJoSt,"Finds a Host that is storing Data relating to a Human data subject who is not the Host operator, plus optionally the actual Operator and the Jurisdiction for the Host.",domain#R-HuDSH,FALSE,FALSE
package#Legal,domain#MP-HuDSH-St,HuDSH-St,"Finds a Host storing Data related to a Human, where the host is not operated by the human, and it has no data controller.",domain#R-HuDSH,FALSE,FALSE
package#Legal,domain#MP-JuHP,JuHP,Finds a host subject to a jurisdiction that is hosting a process.,domain#R-JuHP,FALSE,FALSE
