package,URI,label,comment,usesLoopback,usesParallel
package#DataLifecycleInference,domain#R-DCDFDF,DCDFDF,Finds a Data Flow containing a Data Field for which there is a Data Cache.,FALSE,TRUE
package#DataLifecycleInference,domain#R-DDDCDP2,DDDCDP2,"Finds a Data Destination for which there is a Data Channel to a next Process, which uses a Data Path that extends another Data Path to another Process.",FALSE,FALSE
package#DataLifecycleInference,domain#R-DDDCDS2P,DDDCDS2P,"Finds a Data Source fulfilling a Data Destination, with an active reverse data channel to the destination and a data channel from the source, plus the associated processes and data paths.",FALSE,TRUE
package#DataLifecycleInference,domain#R-DDDCSDS,DDDCSDS,"Finds a data input client acting as a data destination, with a previously identifed potential data source that has an onward data channel to a service that can act as a data source. Should this be constrained to lie on the same data path?",FALSE,TRUE
package#DataLifecycleInference,domain#R-DDDPS,DDDPS,Finds a Data Path from a Process that is a Data Destination to a Service.,FALSE,FALSE
package#DataLifecycleInference,domain#R-DIDCSDS,DIDCSDS,"Finds a data input client acting as a data destination, and having a data channel to a service that may act as a data source.",FALSE,FALSE
package#DataLifecycleInference,domain#R-DODCSDD,DODCSDD,"Finds a data output process that acts as a data source, and having a data channel to a service that can act as a data destination.",FALSE,FALSE
package#DataLifecycleInference,domain#R-DP1,DP1,Finds a solo Data Path.,FALSE,FALSE
package#DataLifecycleInference,domain#R-DP3,DP3,Finds a data path which extends a second path which extends a third path.,FALSE,FALSE
package#DataLifecycleInference,domain#R-DSDAfDD,DSDAfDD,"Finds a Data Destination with a possible data source that itself has a source, and a data channel to the possible data source from a data relay that is also a possible data source.",FALSE,TRUE
package#DataLifecycleInference,domain#R-DSDCDD2P,DSDCDD2P,"Finds a Data Source fulfilling a Data Destination, with an active forward data channel to the source and a data channel from the destination, plus the associated processes and data paths.",FALSE,TRUE
package#DataLifecycleInference,domain#R-DSDCDP2,DSDCDP2,"Finds a Data Source for which there is a Data Channel to a next Process, which uses a Data Path that extends another Data Path to another Process.",FALSE,FALSE
package#DataLifecycleInference,domain#R-DSDDF,DSDDF,Finds a Data Copy of a Data asset containing a Data Field.,FALSE,FALSE
package#DataLifecycleInference,domain#R-DSDPS,DSDPS,"Finds a data path from a process to a service, where the process is a source of the data.",FALSE,FALSE
package#DataLifecycleInference,domain#R-FwdDFf2DP2P,FwdDFf2DP2P,"Finds an outbound Data Flow from one (longer) data path to a second (shorter) data path, and a data path which is a subset of the first, and of which the second is a subset, plus the two adjacent processes at the end of that in between data path.",FALSE,FALSE
package#DataLifecycleInference,domain#R-FwdDFfDP2P,FwdDFfDP2P,Finds an outbound (forward) data flow from a process on a data path leading to that process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-FwdDFtDP2P,FwdDFtDP2P,Finds an outbound (forward) data flow to a process on a data path leading to that process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-HDS2DPfDA,HDS2DPfDA,"Finds a Host with a stored copy of data at which there are two processes, one of which writes to the data, and a data source for this.",FALSE,FALSE
package#DataLifecycleInference,domain#R-HDSPDIfDA,HDSPDIfDA,Finds a data input that is a destination for data from a source and used by a process whose host stores a copy of the data.,FALSE,FALSE
package#DataLifecycleInference,domain#R-HSDADPDXP,HSDADPDXP,"Finds a service with a data access at the end of a data path process that exchanges data with a second process, where both processes have the same Host.",FALSE,FALSE
package#DataLifecycleInference,domain#R-HSDADPPDXP,HSDADPPDXP,"Finds a service with a data access to which there is a data path from a process that exchanges data with a third process, where all three processes have the same Host.",FALSE,FALSE
package#DataLifecycleInference,domain#R-PDODAnDF,PDODAnDF,"Finds a process creating data, the data access asset (a data output), and fulfilled output data asset, where the output asset needs a field.",FALSE,FALSE
package#DataLifecycleInference,domain#R-PTDR,PTDR,Finds a temporary data relay asset and the associated process and data.,FALSE,FALSE
package#DataLifecycleInference,domain#R-RADCSDD,RADCSDD,"Finds a remote access client acting as a data source, and having a data channel to a service that can act as a data destination.",FALSE,FALSE
package#DataLifecycleInference,domain#R-RADCSDS,RADCSDS,"Finds a remote access client acting as a data destination, and having a data channel to a service that can act as a data source.",FALSE,FALSE
package#DataLifecycleInference,domain#R-RevDFf2DP2P,RevDFf2DP2P,"Finds an inbound Data Flow from one (longer) data path to a second (shorter) data path, and a data path which is a subset of the first, and of which the second is a subset, plus the two adjacent processes at the end of that in between data path.",FALSE,FALSE
package#DataLifecycleInference,domain#R-RevDFfDP2P,RevDFfDP2P,Finds an inbound (reverse) data flow to a process on a data path leading to that process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-RevDFtDP2P,RevDFtDP2P,Finds an inbound (reverse) data flow from a process on a data path leading from that process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPDXP,SDADPDXP,Finds a service with a data access at the end of a data path that exchanges data with a second process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPDXPRAC,SDADPDXPRAC,"Finds a service at the end of a data path that exchanges data with a second process, and there is a remote access client using remotely both processes.",FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPDXRAC,SDADPDXRAC,Finds a service at the end of a data path that exchanges data with a remote access client.,FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPPDXP,SDADPPDXP,Finds a service with a data access to which there is a data path from a process that exchanges data with a third process.,FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPPDXPRAC,SDADPPDXPRAC,"Finds a service with a data access to which there is a data path from a process that exchanges data with a third process, and there is a remote access client using remotely the second and third processes.",FALSE,FALSE
package#DataLifecycleInference,domain#R-SDADPPDXRAC,SDADPPDXRAC,Finds a service with a data access to which there is a data path from a process that exchanges data with a remote access client.,FALSE,FALSE
package#DataStructure,domain#R-PpDDF,PpDDF,"Finds a Process, processing Data which contains a Data Field.",FALSE,FALSE
package#GDPR,domain#R-HuSDPoS,HuSDPoS,"Finds a Stakeholder operating a Process that is using Special Category Data relating to a Human data subject, where the subject operates the Service providing (and controlling) access to the data.",FALSE,FALSE
package#GDPR,domain#R-HuSDPS,HuSDPS,Finds a Stakeholder operating a Process that is using Special Category Data relating to a Human data subject.,FALSE,FALSE
package#GDPR,domain#R-NDFHu,NDFHu,Finds nationally regulated personal data being transferred across a border.,FALSE,FALSE
package#IoT,domain#R-Co,Co,Finds a solo Controller.,FALSE,FALSE
package#IoT,domain#R-CoPD,CoPD,Finds a Controller and its control input data.,FALSE,FALSE
package#IoT,domain#R-CoPDS,CoPDS,Finds a Controller with its stored control input data.,FALSE,FALSE
package#IoT,domain#R-DcTh,DcTh,Finds an IoT Thing and its control input Data.,FALSE,FALSE
package#IoT,domain#R-DScSePD,DScSePD,"Finds a Sensor with its onboard process and output data, and its stored copy of control input data.",FALSE,FALSE
package#IoT,domain#R-HuiCo,HuiCo,"Finds the control input for an IoT Controller, which is being used interactively by a Human.",FALSE,FALSE
package#IoT,domain#R-HuiSe,HuiSe,"Finds the control input and sensed output for an IoT Sensor, which is being used interactively by a Human, plus the interactive process that creates the output.",FALSE,FALSE
package#IoT,domain#R-HuiThaS,HuiThaS,Finds a Human that uses an IoT Thing and has access to a space.,FALSE,FALSE
package#IoT,domain#R-HumThP,HumThP,Finds a Human managing a Thing with an onboard process.,FALSE,FALSE
package#IoT,domain#R-IoT,IoT,"Finds a solo IoT Thing. Not used at present, but reserved for a future extension.",FALSE,FALSE
package#IoT,domain#R-PaCo,PaCo,"Finds a client Process that amends an IoT Controller, along with its control input Data and onboard  communication Process.",FALSE,FALSE
package#IoT,domain#R-PcSe,PcSe,"Finds a client Process that alters control input to an IoT Sensor, along with its onboard simple communication Process and Data.",FALSE,FALSE
package#IoT,domain#R-PpSe,PpSe,"Finds a client Process that polls an IoT Sensor, along with its onboard simple communication Process and Data.",FALSE,FALSE
package#IoT,domain#R-PrSe,PrSe,"Finds a an IoT Sensor sending data to a Process, along with the onboard simple communication Process and Data.",FALSE,FALSE
package#IoT,domain#R-PuCo,PuCo,"Finds a client Process that updates an IoT Controller, along with its control input Data and onboard  communication Process.",FALSE,FALSE
package#IoT,domain#R-PuSe,PuSe,"Finds a client Process that reads data from an IoT Sensor, along with its onboard simple communication Process and Data.",FALSE,FALSE
package#IoT,domain#R-Se,Se,Finds a solo Sensor.,FALSE,FALSE
package#IoT,domain#R-SePD,SePD,Finds a Sensor with its onboard process and data.,FALSE,FALSE
package#IoT,domain#R-SesD,SesD,Finds a Sensor and its sensed Data.,FALSE,FALSE
package#IoT,domain#R-SHuTh,SHuTh,Finds a Human managing a Space in which a Thing is located.,FALSE,FALSE
package#Legal,domain#R-DFHu,DFHu,Finds the subject of personal data being transferred across a border.,FALSE,FALSE
package#Legal,domain#R-DSHu,DSHu,Finds the subject personal data being communicated across a border.,FALSE,FALSE
package#Legal,domain#R-JuHP,JuHP,Finds a host subject to a jurisdiction that is hosting a process.,FALSE,FALSE
package#Legal,domain#R-JuPHS,JuPHS,Finds a host that runs on or is a physical host located in a space subject to a jurisdiction.,FALSE,FALSE
package#Legal,domain#R-JuSS,JuSS,Finds a space subject to a jurisdiction which is the entrance to another space.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-BPcGcBP,BPcGcBP,Finds a Bluetooth device paired with two other devices.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HBISG,HBISG,Finds a pair of hosts pairing via Bluetooth in a Space.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HBTTHS,HBTTHS,Finds a Host in a Space that accepts pairing via Bluetooth with a TrivialHost.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HL1H,HL1H,"Finds two hosts connected via a Bluetooth or USB pair, and the space in which this connection is established.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HL1HS,HL1HS,"Finds two hosts in a space connected via a Bluetooth or USB pair, and the associated location access contexts.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HpBRH,HpBRH,Finds two Physical Hosts that are paired over Bluetooth.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HpURH,HpURH,Finds two Physical Hosts that are paired over USB.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HuiHBTTH,HuiHBTTH,Finds a Human using a Host paired with a TrivialHost via Bluetooth.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HuiHUSBTH,HuiHUSBTH,Finds a Human using a Host paired with a TrivialHost via USB.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HUISG,HUISG,"Finds a pair of hosts pairing via USB, and the space in which they are located.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HumHBTTH,HumHBTTH,Finds a Human managing a Host paired with a TrivialHost via Bluetooth.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HumHUSBTH,HumHUSBTH,Finds a TrivialHost paired via Bluetooth with another host managed by a Human.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HumTHS,HumTHS,Finds a Human managing a Trivial Host located in a space.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-HUSBTHS,HUSBTHS,Finds a Host in a Space that accepts pairing via USB with a TrivialHost.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L1cGcL3,L1cGcL3,"Finds a physical host with a pairing connection that is also connected to an IP subnet, all in the same space.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L1rGcL3,L1rGcL3,"Finds a Bluetooth or USB device connected from a host to an IP subnet, all in the same space.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L1SSg2,L1SSg2,"Finds a gateway between layer 1 subnets (i.e. Bluetooth or USB connections), along with the forward and return path segments via the gateway.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L1SSg2AC,L1SSg2AC,"Finds a gateway between layer 1 subnets (i.e. Bluetooth or USB connections), along with the segment asset representing the path via the gateway, and a context in which the gateway is connected to both subnets.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L3cGcL1,L3cGcL1,"Finds a Physical Host gateway on an IP subnet with a paring connection, all in the same space.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-L3cGrL1,L3cGrL1,"Finds a USB/Bluetooth device connected from an IP subnet to a Host, all in the same space.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-LTethSg2,LTethSg2,"Finds a Host connected via a layer 1 subnet (i.e., Bluetooth or USB) connection and a tethered gateway to an IP subnet, plus the forward and reverse path segment via the gateway.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-LTethSg2AC,LTethSg2AC,"Finds a Host connected via a layer 1 subnet (i.e., Bluetooth or USB) connection and a tethered gateway to an IP subnet, plus the forward and reverse path segment via the gateway, and a context in which the gateway is connected to both subnets.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-LTRevSg2,LTRevSg2,"Finds a Host connected via a layer 1 subnet (i.e., Bluetooth or USB) connection and a reverse tethered gateway to an IP subnet, and the forward path segment via the gateway.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-LTRevSg2AC,LTRevSg2AC,"Finds a Host connected via a layer 1 subnet (i.e., Bluetooth or USB) connection and a reverse tethered gateway to an IP subnet, and the forward path segment via the gateway, and a context in which the gateway is connected to both subnets.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UHDpP,UHDpP,Finds Data stored on a USB Device paired with a USB Host which is running a process that handles the data.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UHDrP,UHDrP,"Finds Data stored on a USB Device paired with a USB Host, where the data is used by a Process running on some host.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UHDSrP,UHDSrP,"Finds Data stored on a USB Device paired with a USB Host running a service for the Data, where the data is used by a Process running on some host.",FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UHS,UHS,Finds a USB Host located in a Space.,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UPcGrUP,UPcGrUP,Finds a possible USB hub between a USB device and a USB host (it provides the USB Pair from the USB Host).,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-UPrGcUP,UPrGcUP,Finds a possible USB hub between a USB host and a USB device (it provides the USB Pair from the USB Host).,FALSE,FALSE
package#LocalDeviceConnectivity,domain#R-USBD,USBD,Finds Data stored on a USB device.,FALSE,FALSE
package#LocalDeviceConnectivityInference,domain#R-LPLRTSg,LPLRTSg,Finds path traversing a route between subnets through a gateway which also has a tethering connection to the source subnet.,FALSE,FALSE
package#Network,domain#R-AC,AC,Finds a solo AuthClient.,FALSE,FALSE
package#Network,domain#R-AS,AS,Finds a solo authentication/authorisation service.,FALSE,FALSE
package#Network,domain#R-C,C,Finds a Host that represents a virtual or physical cluster.,FALSE,FALSE
package#Network,domain#R-CaS,CaS,Finds a client accessing a service.,FALSE,FALSE
package#Network,domain#R-CcuS,CcuS,Finds a client accessing a service and controlling access to the same service (which should never happen).,FALSE,TRUE
package#Network,domain#R-CH,CH,Finds a solo Console Host.,FALSE,FALSE
package#Network,domain#R-CHS,CHS,Finds a Console Host located in a Space.,FALSE,FALSE
package#Network,domain#R-CS,CS,Finds a client using a service.,FALSE,FALSE
package#Network,domain#R-CScP,CScP,Finds a client directly or indirectly accessing a service which is controlled by another process.,FALSE,FALSE
package#Network,domain#R-CuP,CuP,Finds a client accessing a service but not to get authorization decisions about 3rd parties.,FALSE,FALSE
package#Network,domain#R-CuScS,CuScS,Finds a client using a service for application or authentication and also controlled by the service.,FALSE,TRUE
package#Network,domain#R-CuSHS,CuSHS,"Finds a Host running both a Client and a Service used by the Client, in a Space.",FALSE,FALSE
package#Network,domain#R-DC,DC,Finds a solo Data Centre.,FALSE,FALSE
package#Network,domain#R-DCH,DCH,Finds a Host resourced by a DataCentre.,FALSE,FALSE
package#Network,domain#R-DCLS,DCLS,Finds a DataCentre connected to an Abstract Subnet.,FALSE,FALSE
package#Network,domain#R-DCpLS,DCpLS,"Finds a DataCentre providing a LogicalSubnet, and a router located in the data centre.",FALSE,FALSE
package#Network,domain#R-DCPS,DCPS,Finds a Process hosted directly on a Data Centre.,FALSE,FALSE
package#Network,domain#R-DCVHRS,DCVHRS,Finds a Host that is physically in a DataCentre and connected to a WiFi LAN.,FALSE,FALSE
package#Network,domain#R-DCVHWS,DCVHWS,Finds a Host that is physically in a DataCentre and connected to a Wired LAN.,FALSE,FALSE
package#Network,domain#R-DCWH,DCWH,"Finds a Data Centre with a router and wired network, in which is located another Fixed Host.",FALSE,FALSE
package#Network,domain#R-FcLSS,FcLSS,Finds a Logical Subnet to which is connected a Fixed Host (or a Virtual Host running on it) located in a Space.,FALSE,FALSE
package#Network,domain#R-FpLSS,FpLSS,Finds a Logical Subnet which is provided by a Fixed Host (or a Virtual Host running on it) located in a Space.,FALSE,FALSE
package#Network,domain#R-GH,GH,Finds a General Host.,FALSE,FALSE
package#Network,domain#R-H,H,Finds a solo Host.,FALSE,FALSE
package#Network,domain#R-HAC,HAC,Finds a Host in a Space with the associated access context.,FALSE,FALSE
package#Network,domain#R-HACP,HACP,Finds a process running on a host in a space and the host location access context.,FALSE,FALSE
package#Network,domain#R-HCHLSS,HCHLSS,Finds a Host location access context and the related host and space and one related subnet.,FALSE,FALSE
package#Network,domain#R-HcWHS,HcWHS,"Finds a WiFiLAN hotspot and its local implementation in a Space, and a host connected to the hotspot in that space.",FALSE,FALSE
package#Network,domain#R-HHu2,HHu2,Finds a Host with two interactive users.,FALSE,FALSE
package#Network,domain#R-HIUS,HIUS,Finds a Host in a Space connected to the Internet.,FALSE,FALSE
package#Network,domain#R-HL3S,HL3S,"Finds a host connected to an L3 subnet, and an associated network access context.",FALSE,FALSE
package#Network,domain#R-HLnSP,HLnSP,Finds a Login Service and a Process used by it on the same Host.,FALSE,FALSE
package#Network,domain#R-HLS,HLS,Finds a Host connected to a LogicalSubnet.,FALSE,FALSE
package#Network,domain#R-Hm2Hu,Hm2Hu,Finds a host and two humans that manage the host.,FALSE,FALSE
package#Network,domain#R-HNP,HNP,Finds a Host connected to an Abstract Subnet controlled by a Process.,FALSE,FALSE
package#Network,domain#R-HP,HP,Finds a Process and its Host.,FALSE,FALSE
package#Network,domain#R-HPAC,HPAC,Finds a Process running on a Host in a Space and the associated process access context.,FALSE,FALSE
package#Network,domain#R-HPHLS,HPHLS,Finds a logical subnet to which is connected a host that directly is or indirectly has a physical host.,FALSE,FALSE
package#Network,domain#R-HprL3SAC,HprL3SAC,"Finds a Layer 3 LogicalSubnet provided by a Host, along with an associated network access context.",FALSE,FALSE
package#Network,domain#R-HprLS,HprLS,Finds a LogicalSubnet provided by a Host.,FALSE,FALSE
package#Network,domain#R-HprLSAC,HprLSAC,Finds a LogicalSubnet provided by a Host and an associated network access context.,FALSE,FALSE
package#Network,domain#R-HRASuPcC,HRASuPcC,"Finds a host running a remote access service that launches a process which is used by a client that it also controls, implying the client forwards credentials to the process.",FALSE,TRUE
package#Network,domain#R-HRASuPCcS,HRASuPCcS,"Finds a host running a remote access service that launches a process which is used by a client where both it and the client are controlled by the same authenticator, implying the client forwards credentials obtained from the authenticator to the process.",FALSE,FALSE
package#Network,domain#R-HRASuPcS,HRASuPcS,"Finds a host running a remote access service that launches a process which uses a service by which it is also controlled, implying that the process uses forwarded credentials to access the service.",FALSE,TRUE
package#Network,domain#R-HRASuPScS,HRASuPScS,"Finds a host running a remote access service that launches a process which uses a service, where the service and the process are controlled by the same authenticator, implying that the process accesses the service using a token shared with it by a client.",FALSE,FALSE
package#Network,domain#R-HuE,HuE,Finds a human interacting with an email client.,FALSE,FALSE
package#Network,domain#R-HuHE,HuHE,Finds a human interacting with an email client running on a host.,FALSE,FALSE
package#Network,domain#R-HuHE2AC,HuHE2AC,"Finds a human interacting directly with an email client running on a host in a space, plus the associated location access context.",FALSE,FALSE
package#Network,domain#R-Hui2H,Hui2H,Finds a physical Host with two interactive users.,FALSE,FALSE
package#Network,domain#R-HuiCH,HuiCH,Finds a Human interacting with a console host.,FALSE,FALSE
package#Network,domain#R-HuiCHLnS,HuiCHLnS,Finds a human interacting with a console host and a login service running on a possibly remote host.,FALSE,FALSE
package#Network,domain#R-HuiDH,HuiDH,Finds a Human interacting with a Dumb Host.,FALSE,FALSE
package#Network,domain#R-HuiH,HuiH,Finds a Human interacting with a Host.,FALSE,FALSE
package#Network,domain#R-HuiHAC,HuiHAC,Finds a Human interacting with a host that runs an authentication client.,FALSE,FALSE
package#Network,domain#R-HuiHP,HuiHP,Finds a Human interacting with a Process running on a Host.,FALSE,FALSE
package#Network,domain#R-HuiHPSP,HuiHPSP,Finds a Human interacting with a Process running on an interactive Host located in a private space.,FALSE,FALSE
package#Network,domain#R-HuiHRAC,HuiHRAC,Finds a Human interacting with a host that runs a remote access client.,FALSE,FALSE
package#Network,domain#R-HuiHS,HuiHS,Finds a Human interacting with a Host located in a space.,FALSE,FALSE
package#Network,domain#R-HuiHSt,HuiHSt,Finds a Human interacting with a Host and their employer.,FALSE,FALSE
package#Network,domain#R-HuiP,HuiP,Finds a Human using an interactive Process.,FALSE,FALSE
package#Network,domain#R-HuiPCHS,HuiPCHS,Finds a Human interacting with a Process running on a Console Host located in a space.,FALSE,FALSE
package#Network,domain#R-HuiPDaS,HuiPDaS,Finds a Human that uses a personal device and has access to a space.,FALSE,FALSE
package#Network,domain#R-HuiPH,HuiPH,Finds a Human interacting with a Personal Host.,FALSE,FALSE
package#Network,domain#R-HuiPSt,HuiPSt,Finds a Human using an interactive Process and their employer.,FALSE,FALSE
package#Network,domain#R-HuirP,HuirP,Finds a Human interacting (possibly remotely) with a Process.,FALSE,FALSE
package#Network,domain#R-HuirRACP,HuirRACP,Finds a Human interacting remotely with a Process via a Remote Access Clent which remotely uses the Process.,FALSE,FALSE
package#Network,domain#R-HumCH,HumCH,Finds a Human managing a Fixed Console Host.,FALSE,FALSE
package#Network,domain#R-HumCHS,HumCHS,Finds a Human interactively managing a Host located in a space via its console.,FALSE,TRUE
package#Network,domain#R-HumH,HumH,Finds a Human managing a Host.,FALSE,FALSE
package#Network,domain#R-HumHcS,HumHcS,Finds a human managing a host that has a remote management service (which may be a Login service).,FALSE,FALSE
package#Network,domain#R-HumHP,HumHP,Finds a Human managing a host running a process.,FALSE,FALSE
package#Network,domain#R-HumHRAS,HumHRAS,Finds a human managing a host that has a root privileged remote access service.,FALSE,FALSE
package#Network,domain#R-HumHSt,HumHSt,Finds a Human managing a Host and their employer.,FALSE,FALSE
package#Network,domain#R-HumP,HumP,Finds a Human managing a Process.,FALSE,FALSE
package#Network,domain#R-HumPH,HumPH,Finds a Human managing a process running on a host.,FALSE,FALSE
package#Network,domain#R-HumSH,HumSH,Finds a Human managing a Shell Host.,FALSE,FALSE
package#Network,domain#R-HuoH,HuoH,Finds a Human operating a Host.,FALSE,FALSE
package#Network,domain#R-HuPCH,HuPCH,Finds a Human interacting with a Process running on an Interactive Host.,FALSE,FALSE
package#Network,domain#R-HuRACP,HuRACP,Finds a human interacting with a remote access client on a local host that is remotely using a process.,FALSE,FALSE
package#Network,domain#R-HuSP,HuSP,Finds a human user interacting with a smartphone.,FALSE,FALSE
package#Network,domain#R-HuwStmH,HuwStmH,Finds a Human managing a Host and working for an Employer.,FALSE,FALSE
package#Network,domain#R-HuwStmP,HuwStmP,Finds a Human managing a Process and working for an Employer.,FALSE,FALSE
package#Network,domain#R-IcP,IcP,Finds a Process controlling an Internet class subnet.,FALSE,FALSE
package#Network,domain#R-Internet,Internet,Finds an Internet class network.,FALSE,FALSE
package#Network,domain#R-IpH,IpH,Finds a Host providing an Internet class subnet.,FALSE,FALSE
package#Network,domain#R-LnScP,LnScP,Finds a login service controlling access to a process.,FALSE,FALSE
package#Network,domain#R-LnSucP,LnSucP,Finds a remote access service using a process to which it forwards credentials.,FALSE,TRUE
package#Network,domain#R-LnSuP,LnSuP,Finds a login service using a process.,FALSE,FALSE
package#Network,domain#R-LS,LS,Finds a solo Logical Subnet.,FALSE,FALSE
package#Network,domain#R-MHC,MHC,Finds a solo Mobile Console Host.,FALSE,FALSE
package#Network,domain#R-MHcIS,MHcIS,Finds a Mobile Console Host in a Public Space connected to the Internet.,FALSE,FALSE
package#Network,domain#R-MHHS,MHHS,Finds a Host whose physical host is a Mobile Client that may be in a Space.,FALSE,FALSE
package#Network,domain#R-P,P,Finds a solo Process.,FALSE,FALSE
package#Network,domain#R-PC,PC,Finds a physical cluster host.,FALSE,FALSE
package#Network,domain#R-PccP,PccP,"Finds two processes, each of which controls the other.",FALSE,TRUE
package#Network,domain#R-PcH,PcH,Finds a Process that controls a Host.,FALSE,FALSE
package#Network,domain#R-PcLS,PcLS,Finds a Process that controls a network.,FALSE,FALSE
package#Network,domain#R-PCPHLSS,PCPHLSS,"Finds a Process location access context and the related process, host and space and one subnet to which the host is connected. Note that the role names are not the ones usually used because this pattern feeds into a CP where the INS should follow the sequence Host-Process-Subnet.",FALSE,FALSE
package#Network,domain#R-PcSHLnS,PcSHLnS,Finds a Process controlling a Shell Host that runs a Remote Access Service.,FALSE,FALSE
package#Network,domain#R-PcWH,PcWH,"Finds a WiFiLAN and its local implementation, plus a controlling process.",FALSE,FALSE
package#Network,domain#R-PH,PH,Finds a solo physical host.,FALSE,FALSE
package#Network,domain#R-PH2,PH2,Finds a process with two hosts.,FALSE,FALSE
package#Network,domain#R-PHH,PHH,Finds a host that directly is or indirectly has a physical host.,FALSE,FALSE
package#Network,domain#R-PHHPS,PHHPS,Finds a process running on a host that can be accessed from a space.,FALSE,FALSE
package#Network,domain#R-PHHS,PHHS,Finds a host that directly is or indirectly has a physical host in a space.,FALSE,FALSE
package#Network,domain#R-PHLSS,PHLSS,Finds a host that directly is or indirectly has a physical host in a space and is connected to a logical subnet accessible from that space.,FALSE,FALSE
package#Network,domain#R-PHS,PHS,Finds a Physical Host located in a Space.,FALSE,FALSE
package#Network,domain#R-PMHHS,PMHHS,"Finds a Process running on a host whose physical host is a Mobile Console Host, which may be located in a Space.",FALSE,FALSE
package#Network,domain#R-PS,PS,Finds a solo Physical Subnet.,FALSE,FALSE
package#Network,domain#R-RAC,RAC,Finds a remote access client.,FALSE,FALSE
package#Network,domain#R-RACuHRASP,RACuHRASP,"Finds a host running a process and a remote access service that uses the process, and is used by a remote access client.",FALSE,FALSE
package#Network,domain#R-RACuP,RACuP,Finds a Remote Access Client using a Process.,FALSE,FALSE
package#Network,domain#R-RACuRHRASP,RACuRHRASP,"Finds a host running a process and a remote access service that uses the process, where both are used remotely by a remote access client.",FALSE,FALSE
package#Network,domain#R-RAS,RAS,Finds a remote access service.,FALSE,FALSE
package#Network,domain#R-Rr,Rr,Finds a solo Router.,FALSE,FALSE
package#Network,domain#R-RSS,RSS,"Finds a Radio Subnet accessible from a Space, and the (abstract) hotspot or cellular network it implements locally.",FALSE,FALSE
package#Network,domain#R-RSSH,RSSH,"Finds a Radio Subnet accessible from a Space, provided by a gateway host, implementing an (abstract) hotspot or cellular network, plus a context in which the gateway provides the subnet.",FALSE,FALSE
package#Network,domain#R-RTuHP,RTuHP,Finds a Host running a Process used remotely by a Remote Terminal client.,FALSE,FALSE
package#Network,domain#R-RTuP,RTuP,Finds a remote terminal using a process plus the process host.,FALSE,FALSE
package#Network,domain#R-RTurP,RTurP,Finds a remote terminal remotely using a process plus the process host.,FALSE,FALSE
package#Network,domain#R-RTuRTuS,RTuRTuS,Finds a remote terminal using remotely another remote terminal which is using remotely a third process.,FALSE,FALSE
package#Network,domain#R-SH,SH,Finds a Shell Host.,FALSE,FALSE
package#Network,domain#R-SHAC,SHAC,Finds a Shell Host in a Space and an associated access context.,FALSE,FALSE
package#Network,domain#R-SHACP,SHACP,Finds a Process running on a Shell Host in a Space and an associated Host access context.,FALSE,FALSE
package#Network,domain#R-SHGP,SHGP,Finds a simple host running a general process.,FALSE,FALSE
package#Network,domain#R-SHLnSACP,SHLnSACP,"Finds a remote access service controlling a process running on a shell host in a space, and a location access context to the remote access service.",FALSE,FALSE
