package,URI,label,comment,hidden,isAssertable,isVisible,isLoopback,isConstructed,constructionState
package#NetworkConnectivity,domain#end,end,The NetworkPath finishes at the LogicalSubnet.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#from,from,The LogicalSegment routes messages from the LogicalSubnet or Interface.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#start,start,The NetworkPath starts at the LogicalSubnet.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#to,to,The LogicalSegment routes messages to the LogicalSubnet or Interface.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#traverses,traverses,The NetworkPath traverses a LogicalSegment from one LogicalSubnet to another.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#via,via,The LogicalSegment routes messages across Interfaces or through a Host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#visits,visits,"The Network Path passes through the Logical Subnet, which is either at the start or end of the path, or between the start and end of the path.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#visitsGateway,visitsGateway,The NetworkPath goes from one subnet to another via the host.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#NetworkConnectivityInference,domain#extends,extends,The first NetworkPath is a longer path consisting of a step from the starting subnet followed by the second path from that subnet.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#NetworkConnectivityInference,domain#pEndsAt,pEndsAt,The path terminating at the NPE/PPE terminator goes to the LogicalSubnet.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#NetworkConnectivityInference,domain#pVia,pVia,The path terminating at the NPE/PPE terminator goes via the LogicalSubnet.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#NetworkInference,domain#runsIn,runsIn,Link from a process to an context where it needs to execute.,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
package#NetworkInference,domain#usesViaRAS,usesViaRAS,Inferred link between a client and a service that encodes the fact that the client access the service via a login or remote desktop shell on the service host.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Physical,domain#accessibleVia,accessibleVia,The first Space is inside or adjacent to and can be entered from the second Space.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Physical,domain#canAccess,canAccess,The Human (acting in a specific system role) needs and has the right to enter the Space.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Physical,domain#controlledBy,controlledBy,Access to the Space is decided by the Stakeholder.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Physical,domain#isWorld,isWorld,"Self-referential relationship used to designate the global public space, so it can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Privacy,domain#relatesTo,relatesTo,A relationship between a personal (including IoT) device and a Human user. Data on the device may be Personally identifiable information (PII) related to that user.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#accessFromClient,accessFromClient,Refers from a process network access context for a client to a related channel or path to a service indicating that the channel or path can be accessed by the client in this context.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#accessInterrupted,accessInterrupted,"Indicates that when a client is in a context, access to the service is impossible or may be interrupted.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessComms,domain#accessToService,accessToService,Refers from an access context for a service (or host if the service is a login service) to a related channel or path to the service indicating that the service is accessible via that channel or path in this context.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#accessUninterrupted,accessUninterrupted,"From a client context, indicates that when a client is in that context, access to the service is may not be interrupted by the service moving from its context.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessComms,domain#attackPathFrom,attackPathFrom,Relates a closed AttackPath from a subnet not used by any client to a NetworkPath from its source into a channel that is used by a client.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#attackPathVia,attackPathVia,Relates an AttackPath from a client towards a service to a composite AttackPath aggregating all such paths towards the service.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#channelFrom,channelFrom,The ConnectionAsset represents a view of inter-process communication in which the related Process is acting as a Client.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#channelTo,channelTo,The ConnectionAsset represents a view of inter-process communication in which the related Process is acting as a Service.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#channelVia,channelVia,"The ServiceChannel represents a communication channel from a client to a service that uses the related NetworkPath, Hosts, Subnets and Interfaces.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#controlsChannel,controlsChannel,Relationship between client-service channels indicating that authentication and access via the source channel controls authentication via the target channel.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#flowsViaChannel,flowsViaChannel,Links a data flow to a client-service trust or communication channel on which it depends.,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
package#ProcessComms,domain#flowsViaCS,flowsViaCS,Links a data flow via a client and thence its service to the client-service trust relationship on which it depends.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#flowsViaSC,flowsViaSC,Links a data flow via a service and thence its client to the client-service trust relationship on which it depends.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#fromInterface,fromInterface,The inter-process communication path or channel goes from a Host to a Subnet via the interface.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#fromSubnet,fromSubnet,The inter-path communication path or channel starts from the LogicalSubnet.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#isProxy,isProxy,"Self-referential relationship used to designate processes in the Service Proxy class (i.e. a reverse proxy), so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#ProcessComms,domain#lastInterface,lastInterface,The interface whose address is the source address of messages reaching a service.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#noAuthN,noAuthN,"An inferred relationship from a client to a service indicating that the service does not authenticate the client, but delegates to a separate authentication service.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#proxyAuthN,proxyAuthN,"An inferred relationship from a client to a service indicating that the service does not authenticate the client, in the special case where at least one of them is an authentication proxy forwarding credentials from clients to back end services for authentication.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#sharesCredentials,sharesCredentials,"Relationship of a client and service where the client is sharing credentials with the service or from its own client. In the former case, the service uses credentials from the client to access other resources. In the latter, the client is using credentials from its client to access the service.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#toInterface,toInterface,The inter-process communication path or channel goes from a Subnet to a Host via the interface.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#usesAsProxy,usesAsProxy,"Inferred relationship indicating that either the client or the service is a reverse proxy, i.e., either the client is forwarding a request from its client, or the service will be forwarding the request from the client.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#usesLogicalRoute,usesLogicalRoute,The client-service communication path or channel traverses a LogicalSegment from one LogicalSubnet to another.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#usesViaProxy,usesViaProxy,"An inferred relationship between a client and service indicating that the client could communicate indirectly with the service via at least one reverse proxy, i.e., a process that forwards requests to back-end services.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#validatesChannel,validatesChannel,Relationship between client-service channels indicating that authorization tokens sent via the target channel are validated by exchange with the service via the source channel.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#viaInterface,viaInterface,Means the communication channel depends on the interface.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessComms,domain#viaProxy,viaProxy,"Inferred relationship which is a base type for both usesAsProxy (direct use of or by a proxy) and usesViaProxy (indirect use). This means it will exist from a client to any service accessed via at least one proxy, and to each of the proxies.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
package#ProcessComms,domain#viaSharedCredentials,viaSharedCredentials,"An inferred relationship between two processes indicating that the client could communicate indirectly with the service via credential sharing intermediaries. This means credentials from the client (which may or may not be their own) are sent to the service, which may or may not use them to authenticate the client.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#ProcessComms,domain#viaSubnet,viaSubnet,The client-service path or channel passes through the Logical Subnet.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#ProcessCommsInference,domain#fromSpace,fromSpace,Used to save information about client locations from which a service channel is accessible. Used in the construction sequence to prevent constraints intended to suppress spurious channels from working when in a different location context.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessCommsInference,domain#pathTo,pathTo,Indicates that a network path leads to a subnet on a service channel.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessCommsInference,domain#sourceDirect,sourceDirect,"Relates a Service Channel with a Logical Subnet from which client source addresses are not rewritten by NAT on the way to the service, and hence they can be distinguished from source addresses on that subnet used by attackers.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessCommsInference,domain#sourceViaNAT,sourceViaNAT,"Relates a Service Channel with a Logical Subnet from which client source addresses are rewritten by NAT, and hence cannot be distinguished from source addresses on that subnet used by attackers.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#ProcessCommsInference,domain#toSpace,toSpace,Used to save information about service locations where the service is accessible via a service channel. Used in the construction sequence to prevent constraints intended to suppress spurious channels from working when in a different location context.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#Users,domain#isAdult,isAdult,"Self-referential relationship used to designate humans in the Adult class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Users,domain#worksFor,worksFor,The Human (acting in a specific system role) is working for and/or subject to instructions from another Stakeholder.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#Virtualisation,domain#fromPhysicalHost,fromPhysicalHost,Links a virtual communication channel to a physical host where the channel starts (i.e. where a process is sending messages over a virtual subnet supported by the physical host and/or its physical subnet connections).,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#fromPhysicalInterface,fromPhysicalInterface,The virtual communication path or channel goes from a Host to a Subnet via the interface.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#isScalable,isScalable,"Self-referential relationship used to designate hosts that are replicable, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Virtualisation,domain#managedBy,managedBy,Relationship between a Virtual Host and the Data Centre by which it is provisioned. Signifies that the Data Centre allocates resources and may provide other services as part of a management platform such as K8s.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Virtualisation,domain#overlays,overlays,Relationship between a (virtual) network implemented as an IP address overlay using iptables at participating hosts and the network(s) providing the necessary communication between those hosts.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Virtualisation,domain#provisionedBy,provisionedBy,The VirtualHost is provisioned using a related physical Host.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Virtualisation,domain#toPhysicalHost,toPhysicalHost,Links a virtual communication channel to a physical host where the channel ends  (i.e. where a process is receiving messages over a virtual subnet supported by the physical host and/or its physical subnet connections).,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#toPhysicalInterface,toPhysicalInterface,The virtual communication path or channel goes from a Subnet to a Host via the interface.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#usesPhysicalRoute,usesPhysicalRoute,The virtual communication path or channel traverses a LogicalSegment from one LogicalSubnet to another.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#usesPhysicalSubnet,usesPhysicalSubnet,Relates a virtual subnet and a physical subnet on which the virtual subnet depends.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#viaHostChannel,viaHostChannel,Link from a virtual channel (an infrastructure requirement to support communication via a virtual subnet) and a host channel (representing infrastructure capability to route messages via a physical network path between physical hosts supporting the virtual communication endpoints).,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#viaPhysicalSubnet,viaPhysicalSubnet,The virtualised communication path or channel depends on the underlying (usually physical) Subnet.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Virtualisation,domain#viaVirtualChannel,viaVirtualChannel,Link from a comms channel or a virtual subnet (both representing application level communication paths or connections) to a virtual channel (which represents an infrastructure level communication requirement to support a virtual network).,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#VirtualisationInference,domain#viaPhysicalPath,viaPhysicalPath,Communication between two physical hosts on the host path uses the related physical network path.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
