package,URI,label,comment,hasBlockingEffect,currentRisk,futureRisk
package#Network,domain#CSG-BugFixingAtHost-Implementation,BugFixingAtHost.Implementation,"Represents a situation in which software patches have been applied manually by _HostManager_ to address functional bugs in device _Host_. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. Note that this should only be considered if a suitable software patch is available. To implement this at runtime, signal the responsible user _HostManager_. Then deselect the SoftwarePatched control and restore the asserted Intrinsic TWL of _Host_ once the update has been confirmed.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ChipAndPinAccessControlAtHost,ChipAndPinAccessControlAtHost,"Access to device _Host_ is controlled, by authenticating authorised users using a 2-factor system involving possession of a physical key or dongle, such as a chip and PIN card.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ChipAndPinCardAccessToHost,ChipAndPinCardAccessToHost,Users in the role _Human_ are issued with a 2-factor authentication key they can use to verify their identity and access host _Host_.,domain#TrustworthinessLevelVeryHigh,TRUE,TRUE
package#Network,domain#CSG-ClientContinuousAuthentication,ClientContinuousAuthentication,Access to service _Service_ is controlled by authenticating user _Human_ based on their registered usage characteristics captured by the device _CHost_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientContinuousAuthentication-Trigger,ClientContinuousAuthentication,Access to service _Service_ is controlled by authenticating user _Human_ based on their registered usage characteristics captured by the device _CHost_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientOneTimeKeyAccess,ClientOneTimeKeyAccess,"Access to a service _Service_ requires a one time key, generated using a one time key device which itself requires a password entered by the user _Human_, who then types the one time key into their client application _Client_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientOneTimeKeyAuthentication,ClientOneTimeKeyAuthentication,"Access to service _Service_ is controlled, by authenticating authorised users using a one time key created using a client-side authentication device provided to them.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientOutOfBandKeyAccess,ClientOutOfBandKeyAccess,"Access to a service _Service_ requires the user _Human_ to supply a password, and then enter a key which is sent to them via a separate channel into their client application _Client_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientOutOfBandKeyAuthentication,ClientOutOfBandKeyAuthentication,"Access to service _Service_ is controlled, by authenticating authorised users using a password and a separate key sent to them via a separate (out of band) means.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientPasswordAccess,ClientPasswordAccess,"Access to a service _Service_ requires a password, which is stored by the client process _Client_ on its host _CHost_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientPasswordAuthentication,ClientPasswordAuthentication,The service _Service_ controls access by requiring users to authenticate with a password.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientServiceTLS,ClientServiceTLS,"Transport layer security is implemented by both _Client_ and _Service_ for communication between them. This prevents passive snooping in the network, including gateway devices, but it does not prevent service impersonation attacks. That can be prevented by also using service authentication via a trusted key (e.g. X.509 or equivalent).",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientStoredPasswordAccess,ClientStoredPasswordAccess,"Access to a service _Service_ requires a password, which was supplied originally by the user _Human_ and stored by the client _Client_ in a secure password store.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientStoredPasswordAccess-Optional,ClientStoredPasswordAccess,"Access to a service _Service_ requires a password, which was supplied originally by the user _Human_ and stored by the client _Client_ in a secure password store.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientStrongPasswordAuthentication,ClientStrongPasswordAuthentication,"The quality of passwords to authenticate users of service _Service_ is checked whenever the password is set or changed, e.g. using standards like NIST-800-63.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientUserPasswordAccess,ClientUserPasswordAccess,Users in the role _Human_ choose a password which is registered with the system allowing access to _Service_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientUserPasswordAccess-Optional,ClientUserPasswordAccess,Users in the role _Human_ choose a password which is registered with the system allowing access to _Service_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientUserStrongPasswordAccess,ClientUserStrongPasswordAccess,"Access to service _Service_ is controlled, by authenticating authorised users using a strong password, which is supplied each time by the user _Human_. This is a trigger condition for the potential risk that the user may forget the strong password.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ClientX509Authentication,ClientX509Authentication,"Access to service _Service_ is controlled, by authenticating authorised users during the TLS connection against a known public key registered via a trustworthy means such as X509.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ContinuousUserAuthentication,ContinuousUserAuthentication,Access to process _Process_ is controlled by authenticating user _Human_ based on their registered usage characteristics captured by a personal device _Host_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ContinuouslyObservedGateway,ContinuouslyObservedGateway,Physical access to host _Gateway_ is controlled by being situated where it can be under constant surveillance in a location that is continuously occupied at times when attacks may occur.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ContinuouslyObservedHost,ContinuouslyObservedHost,Physical access to host _Host_ is controlled by being situated where it can be under constant surveillance in a location that is continuously occupied at times when attacks may occur.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DeprioritisedProcess-Runtime,DeprioritisedProcess.Runtime,"The process _Process_ is configured to run with low priority, so it cannot overload its host _Host_, although this means if overloaded it will likely become unavailable instead. This can be configured in advance to block the threat, or implemented as a run-time response to an overload by signalling the manager _HostManager_ of the process host _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableGatewayHost-Runtime,DisableGatewayHost.Runtime,"Device _Gateway_ is disabled to prevent it being involved in an attack. This strategy represents a run-time adaptation in response to a threat, which may or may not be following some contingency plan. It also triggers threats representing side effects that would be caused by such an action.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableHost-Runtime,DisableHost,"Device _Host_ is disabled to prevent it being involved in an attack. This strategy represents a run-time adaptation in response to a threat, which may or may not be following some contingency plan. It also triggers threats representing side effects that would be caused by such an action.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableHost-Trigger,DisableHost.Trigger,"This strategy represents a state in which _Host_ has been disabled, used as a trigger for threats representing side effects. It should not be used for any other purpose.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableLocalSubnet,DisableLocalSubnet,"Indicates provision of network _Subnet_ implementing abstract network _LogicalSubnet_ is disabled at device _Gateway_, preventing attackers accessing _LogicalSubnet_ via _Subnet_. This strategy does not represent a contingency plan, but a permanent restriction introduced by design or in accordance with an operational policy or user preference. It normally applies where an abstract subnet like a WiFi hotspot could be provisioned in an unsafe location, but there is a policy to switch it off at the providing host _Gateway_ when visiting that location. It also triggers threats representing side effects that would be caused by such a policy, i.e., that _Subnet_ will not be available in that location.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableProcess-Runtime,DisableProcess,"Process _Process_ is disabled to prevent it being involved in an attack. This strategy represents a run-time adaptation in response to a threat, which may or may not be following some contingency plan. It also triggers threats representing side effects that would be caused by such an action.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableProcess-Trigger,DisableProcess,"Process _Process_ is disabled to prevent it being involved in an attack. This strategy represents a run-time adaptation in response to a threat, which may or may not be following some contingency plan. It also triggers threats representing side effects that would be caused by such an action.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableRadioSubnet,DisableRadioSubnet,"Indicates provision of network _RadioSubnet_ is disabled at device _Gateway_, meaning the subnet is not available to potential attackers. This strategy does not represent a contingency plan, but a permanent restriction introduced by design or in accordance with an operational policy or user preference. It also triggers threats representing side effects that would be caused by such a restriction. The most common situation where provision of a subnet is possible but would not be used in practice is where a mobile device provides a WiFi hotspot. The control applies to the hotspot implementation, so affects provision of the hotspot in one location, making it possible to indicate  that the user would keep the hotspot functionality switched off in that location.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-DisableSubnet,DisableSubnet,"Indicates provision of network _LogicalSubnet_ is disabled at device _Gateway_, meaning the subnet is not available to potential attackers. This strategy does not represent a contingency plan, but a permanent restriction introduced by design or in accordance with an operational policy or user preference. It also triggers threats representing side effects that would be caused by such a restriction. The most common situation where provision of a subnet is possible but would not be used in practice is where a mobile device provides a WiFi hotspot, which it could do in any location, but the user will keep the hotspot functionality switched off in some locations.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-EmbeddedHostSecurity,EmbeddedHostSecurity,Host _Host_ is locked or built into the physical environment _Space_ such that neither it nor any of its  internal storage media can be removed or altered without destroying them.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-FormalDeviceVerification,FormalDeviceVerification,"The software for device _Host_ has been analysed by independent experts using formal methods and shown to be free of bugs. It is therefore guaranteed to work correctly for arbitrary (even malicious) inputs. However, this is only possible for simple devices. Note that it does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations (although in principle no vulnerabilities should ever be found).",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-FormalProcessVerification,FormalProcessVerification,"The software for process _Process_ has been analysed by independent experts using formal methods and shown to be free of bugs. It is therefore guaranteed to work correctly for arbitrary (even malicious) inputs. However, this is only possible for simple processes. Note that it does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations (although in principle no vulnerabilities should ever be found).",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-HostCertification,HostCertification,"The software and hardware at device _Host_ has been assessed and certified to be secure by independent experts. The device is unlikely to contain exploitable bugs, though the assessment may become outdated so should be renewed from time to time. Note that this does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-HostEncryption,HostEncryption,"Data stored on physical device _PhysicalHost_ are encrypted, so data cannot be accessed by physically extracting and reading storage devices from _PhysicalHost_, as an alternative to logging into the device.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-HostManagerScreening,HostManagerScreening,Persons in the role _HostManager_ responsible for managing _Host_ are screened by their employer _Employer_ before being given that role. This ensures they are more trustworthy than one would expect given the population or community from which they are recruited.,domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Network,domain#CSG-HostWithMultipleWiFiNIC,HostWithMultipleWiFiNIC,Means host _Gateway_ has more than one WiFi LAN network interface.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-HostWithMultipleWiredNIC,HostWithMultipleWiredNIC,Means mobile host _Gateway_ has more than one Wired LAN network interface.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-IgnoreManagementOfHost,IgnoreManagementOfHost,"Signifies that the management of device _Host_ is omitted because it is out of scope, e.g. because its management does not form part of the system. Note that this means modelling error threats to detect unmanaged devices will be ignored, but threats that could be addressed by a system manager will still apply to the unmanaged devices.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-IndependentGatewayHosts,IndependentGatewayHosts,"If the instances of a class of devices _Gateway_ are independent of each other, having admin rights does not allow control of resourcing of _Gateway_ instances.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-IndependentHosts,IndependentHosts,"If the instances of a class of devices _Host_ are independent of each other, having admin rights does not allow control of resourcing of _Host_ instances.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ManagerHostFaultRecovery,ManagerHostFaultRecovery,"The device _Host_ is monitored for reliability or availability, and if problems are found, its manager _HostManager_ can take corrective action while waiting for updated software or hardware. This strategy represents a contingency plan included in the system operating policies and practices, e.g. to roll back software to an older but more reliable version or switch to a stand-in device from a different hardware vendor.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-ManagerHostFaultRecovery-Implementation-Runtime,ManagerHostFaultRecovery.Implementation,"The device _Host_ was found to have reliability or availability issues, and action has been taken by its manager _HostManager_ to correct the problem. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To implement the plan at runtime, signal _HostManager_ that the problem was detected with _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ManagerProcessFaultRecovery,ManagerProcessFaultRecovery,"The process _Process_ is monitored for reliability and availability, and if problems are found, the manager _HostManager_ of its host device _Host_ can take corrective action while waiting for updated software. This strategy represents a contingency plan included in the operating policies and practices if certain threats should arise, e.g. to roll back software to an older but more reliable version.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-ManagerProcessFaultRecovery-Implementation-Runtime,ManagerProcessFaultRecovery.Implementation,"The process _Process_  was found to have reliability or availability issues, and action has been taken by the manager _HostManager_ of its host device to correct the problem. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To implement the plan at runtime, signal _HostManager_ that the problem was detected with _Process_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkAuthN-PSK,NetworkAuthN.PSK,"To prevent network spoofing, a gateway _Gateway_ providing the network and the supplicant device _Host_ can use a pre-shared key that can be verified by _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkAuthN-PSK-Optional,NetworkAuthN.PSK,"To prevent network spoofing, a gateway _Gateway_ providing the network and the supplicant device _Host_ can use a pre-shared key that can be verified by _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkAuthN-X509,NetworkAuthN.X509,"To prevent network spoofing, a gateway _Gateway_ providing the network can use an X509 (or otherwise trusted) key pair, verified by the supplicant device _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkAuthN-X509-Optional,NetworkAuthN.X509,"To prevent network spoofing, a gateway _Gateway_ providing the network can use an X509 (or otherwise trusted) key pair, verified by the supplicant device _Host_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkEAP-AAA,NetworkEAP.AAA,Control access to subnet _LogicalSubnet_ using a (usually remote) AAA service that verifies keys provisioned in SIM cards to authorised supplicants. You should also specify SIM cards be used by supplicant devices or they will be unable to connect.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkEAP-PSK,NetworkEAP.PSK,"Control access to subnet _LogicalSubnet_ using a pre-shared key. This is installed at the device _Gateway_ providing the network, which also verifies that supplicants have the same key, preventing unauthorised access. You should also specify shared keys for supplicant devices or they will be unable to connect.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkEAP-PSK-Client,NetworkEAP.PSK.Client,"If subnet _LogicalSubnet_ uses a pre-shared key to control access, supplicant device _Host_ can connect if it has the pre-shared key.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkEAP-TLS,NetworkEAP.TLS,"Control access to subnet _LogicalSubnet_ using authentication via X509 or otherwise trusted public-private key pairs. The gateway device _Gateway_ providing the network has an (X509 certified) key, and a means to verify (X509 certified) keys registered by authorised supplicants. You should also specify that supplicant devices have (X509 certified) key pairs or they will be unable to connect.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-NetworkEAP-TLS-Client,NetworkEAP.TLS.Client,"If subnet _LogicalSubnet_ uses a EAP.TLS to control access, supplicant device _Host_ can connect if it has an X509 certified (or similarly trusted) asymmetric key pair.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PasswordChecksAtHost,PasswordChecksAtHost,"Access to device _Host_ is controlled, by authenticating authorised users using a password.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PasswordSelfServiceReset,PasswordSelfServiceReset,"If user _Human_ forgets their (strong) password, service _Service_ provides a way for them to reset it using an out of band communication (e.g. email or sms).",domain#TrustworthinessLevelVeryHigh,TRUE,TRUE
package#Network,domain#CSG-PatchingAtHost,PatchingAtHost,"Use a systematic procedure for regular security patching of software used (including hosted processes) on device _Host_, and have a contingency plan included in the system operating policies and practices for _HostManager_ to manually apply patches immediately should the need for them become urgent.",domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Network,domain#CSG-PatchingAtHost-Implementation,PatchingAtHost.Implementation,"Represents a situation in which software patches have been applied manually by _HostManager_ to eliminate vulnerabilities in device _Host_. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. Note that this should only be considered if a suitable software patch is available. To implement this at runtime, signal the responsible user _HostManager_. Then deselect the SoftwarePatched control and restore the asserted Extrinsic TW levels of _Host_ once the update has been confirmed.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PatchingAtProcess,PatchingAtProcess,"Use a systematic procedure for regular security patching of software used (including hosted process _Process_) on device _Host_, and have a contingency plan included in the system operating policies and practices for _HostManager_ to manually apply patches immediately for _Process_ should the need for them become urgent.",domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Network,domain#CSG-PatchingAtProcess-Implementation,PatchingAtProcess.Implementation,"Represents a situation in which software patches have been applied manually by _HostManager_ to eliminate vulnerabilities in process _Process_. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. Note that this should only be considered if a suitable software patch is available. To implement this at runtime, signal the responsible user _HostManager_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PatchingAtService,PatchingAtService,"Use a systematic procedure for regular security patching of software used (including hosted process _Service_) on device _SHost_, and have a contingency plan included in the system operating policies and practices for _HostManager_ to manually apply patches immediately for _Service_ should the need for them become urgent.",domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Network,domain#CSG-PatchingAtService-Implementation,PatchingAtService.Implementation,"Represents a situation in which software patches have been applied manually by _HostManager_ to eliminate vulnerabilities in process _Service_. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. Note that this should only be considered if a suitable software patch is available. To implement this at runtime, signal the responsible user _HostManager_.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PenTestingOfHost,PenTestingOfHost,"The software and hardware at device _Host_ has been tested and certified to be secure by independent experts. The device is unlikely to contain exploitable bugs, though the assessment may become outdated so should be renewed from time to time. Note that this does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-PenTestingOfProcess,PenTestingOfProcess,"The software for process _Process_ has been tested and certified to be secure by independent experts. The process is unlikely to contain exploitable bugs, though the assessment may become outdated so should be renewed from time to time. Note that this does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-PersonalDeviceOversight,PersonalDeviceOversight,"Device _Host_ is a personal device dedicated to one user, who will protect it from some types of attacks involving ongoing physical access or evident alteration of the device. For these threats, the protection level is very good because a momentary lapse in attention from the user is not sufficient to allow the attack.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PersonalDeviceProtection,PersonalDeviceProtection,"Device _Host_ is a personal device dedicated to one user, who will protect it from some types of attacks involving physical access. This particular strategy relates to threats that are blocked, affording slightly less than perfect protection because the user may be overcome by force or become temporarily less than vigilant.",domain#TrustworthinessLevelHigh,TRUE,TRUE
package#Network,domain#CSG-PersonalDeviceSecurity,PersonalDeviceSecurity,"Device _Host_ is a personal device dedicated to one user, who has been trained in basic security and will protect it from some types of attacks involving physical access. Similar to personal device protection, but more effective due to the user being able to maintain vigilance and avoid physically uncontrollable situations.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PhysicalChecksOnGateway,PhysicalChecksOnGateway,"Device _Gateway_ is physically monitored to rapidly detect if it has been physically removed, altered or substituted, so its manager _HostManager_ can address any physical compromise. This strategy represents a contingency plan included in the system operating policies and practices, e.g. to repair or replace the affected device. Activation of the plan restores normal service, but if the device was stolen the attacker still has possession of the original which could still be misused.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-PhysicalChecksOnGateway-Implementation-Runtime,PhysicalChecksOnGateway.Implementation,"Device _Gateway_ having found to be physically removed, altered or substituted, action has been taken by its manager _HostManager_ to restore normal service. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To implement the plan at runtime, signal _HostManager_ that the problem was detected with _Gateway_ which may need repair or replacement.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-PhysicalChecksOnHost,PhysicalChecksOnHost,"Device _Host_ is physically monitored to rapidly detect if it has been physically removed, altered or substituted, so its manager _HostManager_ can address any physical compromise. This strategy represents a contingency plan included in the system operating policies and practices, e.g. to repair or replace the affected device. Activation of the plan restores normal service, but if the device was stolen the attacker still has possession of the original which could still be misused.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-PhysicalChecksOnHost-Implementation-Runtime,PhysicalChecksOnHost.Implementation,"Device _Host_ having found to be physically removed, altered or substituted, action has been taken by its manager _HostManager_ to restore normal service. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To implement the plan at runtime, signal _HostManager_ that the problem was detected with _Host_ which may need repair or replacement.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ProcessCertification,ProcessCertification,"The software for process _Process_ has been assessed and certified to be secure by independent experts. The process is unlikely to contain exploitable bugs, though the assessment may become outdated so should be renewed from time to time. Note that this does not prevent bugs that are present being discovered and exploited by attackers, so it is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-RadioSubnetEncryption,RadioSubnetEncryption,"To prevent passive snooping in radio network _LogicalSubnet_, one can configure the network to use encrypted radio communication in _LogicalSubnet_.",domain#TrustworthinessLevelVeryHigh,TRUE,TRUE
package#Network,domain#CSG-RemoteMobileWiping,RemoteMobileWiping,"Device _Host_ can be remotely wiped by its user _Human_ if the device is lost or stolen, permanently removing accounts, security keys and data. This strategy represents a contingency plan",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-RemoteMobileWiping-Implementation-Runtime,RemoteMobileWiping.Implementation,"Device _Host_ has been remotely wiped by its user after being stolen. To implement this at runtime, signal the device user _Human_ that the action should be taken. The control strategy is used to model the effect this should have so it can be considered as an option in current (runtime) decision support calculations. To activate it at runtime, signal user _Human_ who is responsible for the device. Then deselect the ManualActionTaken control and restore the asserted Possession TWL of _Host_ once the action has been confirmed.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-RestrictedRemoteAccess,RestrictedRemoteAccess,"Remote access service _Service_ runs a restricted shell on _SHost_, such that remote users cannot gain full access to the host, and can only run specific application processes on _SHost_ (those controlled by _Service_).",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SecureBIOSatHost,SecureBIOSatHost,Device _Host_ is configured to prevent alteration of its software by physical insertion during its boot sequence.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SecureHostConfig,SecureHostConfig,"Device _Host_ is configured securely: passwords or other authentication are set up including resetting default passwords for all user and administrator accounts, auto-run features disabled to prevent execution without user authorisation for files from removable storage or from the internet, and unnecessary software and especially network accessible services removed or disabled.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SecureProcessExecution,SecureProcessExecution,Uses hardware security on device _Host_ to bootstrap a protected enclave in which _Process_ can execute without interference even by someone with admin rights at _Host_.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-ServiceAuthN-X509,ServiceAuthN.X509,The client _Client_ authenticates the service _Service_ using an asymmetric cryptographic challenge against a public key registered to the service operator through a trusted means such as X509.,domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SoftwareTestingOfHost,SoftwareTestingOfHost,"The hardware and software for device _Host_ has been independently tested and verified to meet functional requirements. The device is therefore unlikely to contain bugs that cause a malfunction. This does not prevent bugs that are present from causing problems, so this is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SoftwareTestingOfProcess,SoftwareTestingOfProcess,"The software for process _Process_ has been independently tested and verified to meet functional requirements. The process is therefore unlikely to contain bugs that cause a malfunction. This does not prevent bugs that are present from causing problems, so this is a prior mitigation only which is ignored in current (run-time) risk calculations.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SoftwareUpdatingAtHost,SoftwareUpdatingAtHost,Use a systematic procedure for updating software used (including hosted processes) on device _Host_.,domain#TrustworthinessLevelHigh,FALSE,TRUE
package#Network,domain#CSG-SuspendServiceVulnerableToXSS,SuspendServiceVulnerableToXSS,"Service _Service_ may be temporarily disabled by the manager of its host _HostManager_ to prevent a known vulnerability being exploited in a cross-site scripting attack. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SuspendServiceVulnerableToXSS-Implementation-Runtime,SuspendServiceVulnerableToXSS.Implementation,"Process _Service_ has been disabled by the manager of its host _HostManager_ to prevent it being exploited in a cross-site scripting attack. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal user _HostManager_ who is responsible for managing device _SHost_ where _Service_ is running. The Disabled Process control should be deselected only when the process has been restarted.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SuspendServiceVulnerableToXSS-Trigger,SuspendServiceVulnerableToXSS,"Service _Service_ may be temporarily disabled by the manager of its host _HostManager_ to prevent a known vulnerability being exploited in a cross-site scripting attack. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,TRUE,TRUE
package#Network,domain#CSG-SuspendVulnerableHost,SuspendVulnerableHost,"Device _Host_ may be temporarily disabled by its manager _HostManager_ to prevent vulnerabilities being exploited by potential attackers. This strategy represents a contingency plan, which can be used to reduce risk from some threats but it may triggers other threats representing possible side effects, depending on how likely it is that the contingency plan will need to be activated.",domain#TrustworthinessLevelSafe,FALSE,TRUE
package#Network,domain#CSG-SuspendVulnerableHost-Implementation-Runtime,SuspendVulnerableHost.Implementation,"Device _Host_ has been disabled by its manager _HostManager_ to prevent a known vulnerability being exploited by an attacker. This strategy represents activation of a contingency plan at runtime, and can be selected to discover what effect this would have on risk levels, allowing this to be used for decision support calculations. To activate it at runtime, signal user _HostManager_ who is responsible for managing the device. The Disabled Host control should be deselected only when the host has been restarted.",domain#TrustworthinessLevelSafe,TRUE,TRUE
